143,113,90,134
113,143,90,134
175,143,90,135
143,175,90,135
173,175,90,136
175,173,90,136
62,117,90,137
117,62,90,137
58,62,90,138
62,58,90,138
145,79,90,139
79,145,90,139
175,145,90,140
145,175,90,140
59,175,120,141
175,59,120,141
58,59,120,142
59,58,120,142
67,71,68,143
71,67,68,143
68,67,90,144
67,68,90,144
58,68,90,145
68,58,90,145
56,58,90,146
58,56,90,146
73,56,90,147
56,73,90,147
369,7,90,148
7,369,90,148
75,369,90,149
369,75,90,149
170,373,90,150
373,170,90,150
75,170,90,151
170,75,90,151
74,75,120,152
75,74,120,152
73,74,120,153
74,73,120,153
181,180,90,154
180,181,90,154
73,181,90,155
181,73,90,155
12,73,90,156
73,12,90,156
9,12,90,157
12,9,90,157
244,246,120,158
246,244,120,158
243,244,60,159
244,243,60,159
246,248,117,160
248,246,117,160
245,92,60,161
92,245,60,161
249,245,30,162
245,249,30,162
3,249,90,163
249,3,90,163
0,243,120,164
243,0,120,164
1,0,30,165
0,1,30,165
6,1,60,166
1,6,60,166
7,6,90,167
6,7,90,167
8,7,120,168
7,8,120,168
10,8,90,169
8,10,90,169
9,10,30,170
10,9,30,170
15,9,90,171
9,15,90,171
360,15,90,172
15,360,90,172
362,360,68,173
360,362,68,173
363,361,20,174
361,363,20,174
286,287,60,175
287,286,60,175
284,286,30,176
286,284,30,176
241,284,90,177
284,241,90,177
255,241,60,178
241,255,60,178
254,255,30,179
255,254,30,179
256,254,90,180
254,256,90,180
257,256,30,181
256,257,30,181
18,257,120,182
257,18,120,182
19,18,30,183
18,19,30,183
17,19,120,184
19,17,120,184
28,17,90,185
17,28,90,185
27,28,60,186
28,27,60,186
30,27,150,187
27,30,150,187
31,30,68,188
30,31,68,188
32,31,21,189
31,32,21,189
266,265,15,190
265,266,15,190
267,266,150,191
266,267,150,191
37,267,150,192
267,37,150,192
34,37,68,193
37,34,68,193
36,35,21,194
35,36,21,194
215,216,60,195
216,215,60,195
349,215,20,196
215,349,20,196
215,348,20,197
348,215,20,197
213,215,60,198
215,213,60,198
211,213,30,199
213,211,30,199
199,211,60,200
211,199,60,200
198,199,30,201
199,198,30,201
197,198,60,202
198,197,60,202
194,197,90,203
197,194,90,203
196,194,30,204
194,196,30,204
193,196,60,205
196,193,60,205
192,193,60,206
193,192,60,206
191,192,60,207
192,191,60,207
190,191,60,208
191,190,60,208
189,190,30,209
190,189,30,209
188,189,30,210
189,188,30,210
187,188,60,211
188,187,60,211
41,187,60,212
187,41,60,212
42,41,130,213
41,42,130,213
43,42,298,214
42,43,298,214
304,312,20,215
312,304,20,215
305,304,150,216
304,305,150,216
186,54,68,217
54,186,68,217
110,109,60,218
109,110,60,218
152,110,20,219
110,152,20,219
150,112,20,220
112,150,20,220
114,113,60,221
113,114,60,221
142,114,20,222
114,142,20,222
115,140,20,223
140,115,20,223
141,115,20,224
115,141,20,224
139,116,20,225
116,139,20,225
119,117,30,226
117,119,30,226
118,119,60,227
119,118,60,227
120,119,20,228
119,120,20,228
123,122,20,229
122,123,20,229
39,305,150,230
305,39,150,230
357,39,68,231
39,357,68,231
356,357,62,232
357,356,62,232
44,356,298,233
356,44,298,233
356,42,255,234
42,356,255,234
33,357,119,235
357,33,119,235
34,33,151,236
33,34,151,236
35,34,45,237
34,35,45,237
31,35,229,238
35,31,229,238
185,362,165,239
362,185,165,239
361,31,230,240
31,361,230,240
362,361,30,241
361,362,30,241
186,185,105,242
185,186,105,242
124,186,270,243
186,124,270,243
125,124,147,244
124,125,147,244
126,125,212,245
125,126,212,245
124,137,114,246
137,124,114,246
121,124,68,247
124,121,68,247
122,121,31,248
121,122,31,248
40,41,120,249
41,40,120,249
39,40,135,250
40,39,135,250
38,39,135,251
39,38,135,251
37,38,135,252
38,37,135,252
365,37,135,253
37,365,135,253
30,365,139,254
365,30,139,254
359,30,140,255
30,359,140,255
360,359,120,256
359,360,120,256
179,360,90,257
360,179,90,257
180,179,90,258
179,180,90,258
54,180,90,259
180,54,90,259
67,54,90,260
54,67,90,260
65,67,90,261
67,65,90,261
121,65,90,262
65,121,90,262
99,101,60,263
101,99,60,263
165,99,20,264
99,165,20,264
343,228,20,265
228,343,20,265
229,228,30,266
228,229,30,266
230,229,30,267
229,230,30,267
341,230,20,268
230,341,20,268
336,232,20,269
232,336,20,269
233,232,30,270
232,233,30,270
234,233,30,271
233,234,30,271
337,234,20,272
234,337,20,272
339,237,20,273
237,339,20,273
295,237,60,274
237,295,60,274
295,296,20,275
296,295,20,275
340,295,20,276
295,340,20,276
248,247,20,277
247,248,20,277
251,252,20,278
252,251,20,278
225,226,20,279
226,225,20,279
221,224,20,280
224,221,20,280
218,346,20,281
346,218,20,281
216,347,20,282
347,216,20,282
41,351,20,283
351,41,20,283
352,187,20,284
187,352,20,284
353,188,20,285
188,353,20,285
190,354,20,286
354,190,20,286
191,206,20,287
206,191,20,287
193,208,20,288
208,193,20,288
201,196,20,289
196,201,20,289
194,195,20,290
195,194,20,290
198,210,20,291
210,198,20,291
211,212,20,292
212,211,20,292
200,199,20,293
199,200,20,293
214,213,20,294
213,214,20,294
241,242,40,295
242,241,40,295
285,284,99,296
284,285,99,296
240,288,20,297
288,240,20,297
289,240,20,298
240,289,20,298
238,293,20,299
293,238,20,299
294,238,20,300
238,294,20,300
257,258,40,301
258,257,40,301
283,254,39,302
254,283,39,302
278,279,20,303
279,278,20,303
280,278,20,304
278,280,20,304
259,281,20,305
281,259,20,305
282,259,20,306
259,282,20,306
23,18,39,307
18,23,39,307
274,262,20,308
262,274,20,308
275,276,20,309
276,275,20,309
277,275,20,310
275,277,20,310
299,328,20,311
328,299,20,311
329,299,20,312
299,329,20,312
290,292,20,313
292,290,20,313
291,290,20,314
290,291,20,314
235,233,20,315
233,235,20,315
297,334,20,316
334,297,20,316
333,297,20,317
297,333,20,317
342,229,20,318
229,342,20,318
223,222,20,319
222,223,20,319
330,331,20,320
331,330,20,320
332,330,20,321
330,332,20,321
318,319,20,322
319,318,20,322
320,321,20,323
321,320,20,323
322,317,20,324
317,322,20,324
315,327,20,325
327,315,20,325
326,315,20,326
315,326,20,326
323,325,20,327
325,323,20,327
324,323,20,328
323,324,20,328
219,218,20,329
218,219,20,329
217,216,20,330
216,217,20,330
309,311,20,331
311,309,20,331
310,309,20,332
309,310,20,332
273,270,20,333
270,273,20,333
305,306,35,334
306,305,35,334
307,305,35,335
305,307,35,335
267,269,35,336
269,267,35,336
268,267,35,337
267,268,35,337
350,189,20,338
189,350,20,338
24,25,20,339
25,24,20,339
26,24,20,340
24,26,20,340
28,29,40,341
29,28,40,341
367,27,39,342
27,367,39,342
302,313,20,343
313,302,20,343
314,302,20,344
302,314,20,344
263,264,20,345
264,263,20,345
205,202,20,346
202,205,20,346
204,203,20,347
203,204,20,347
252,253,20,348
253,252,20,348
2,1,20,349
1,2,20,349
11,10,20,350
10,11,20,350
74,178,20,351
178,74,20,351
177,74,20,352
74,177,20,352
59,61,20,353
61,59,20,353
60,59,20,354
59,60,20,354
148,143,20,355
143,148,20,355
176,173,20,356
173,176,20,356
64,62,20,357
62,64,20,357
72,56,20,358
56,72,20,358
14,12,20,359
12,14,20,359
63,62,20,360
62,63,20,360
138,118,20,361
118,138,20,361
68,70,20,362
70,68,20,362
69,68,20,363
68,69,20,363
181,183,20,364
183,181,20,364
182,181,20,365
181,182,20,365
57,56,20,366
56,57,20,366
13,12,20,367
12,13,20,367
16,15,20,368
15,16,20,368
21,20,20,369
20,21,20,369
370,369,20,370
369,370,20,370
22,20,20,371
20,22,20,371
174,173,20,372
173,174,20,372
79,159,20,373
159,79,20,373
78,80,20,374
80,78,20,374
153,154,20,375
154,153,20,375
156,157,20,376
157,156,20,376
158,155,20,377
155,158,20,377
151,111,20,378
111,151,20,378
145,146,20,379
146,145,20,379
170,172,20,380
172,170,20,380
171,170,20,381
170,171,20,381
147,145,20,382
145,147,20,382
144,143,20,383
143,144,20,383
372,374,20,384
374,372,20,384
5,4,20,385
4,5,20,385
81,77,20,386
77,81,20,386
48,44,119,387
44,48,119,387
49,48,196,388
48,49,196,388
51,49,459,389
49,51,459,389
53,51,195,390
51,53,195,390
134,53,195,391
53,134,195,391
129,134,180,392
134,129,180,392
132,129,147,393
129,132,147,393
127,132,403,394
132,127,403,394
126,128,360,395
128,126,360,395
136,126,148,396
126,136,148,396
130,129,46,397
129,130,46,397
129,131,113,398
131,129,113,398
132,125,360,399
125,132,360,399
133,132,24,400
132,133,24,400
134,135,116,401
135,134,116,401
51,52,24,402
52,51,24,402
49,50,24,403
50,49,24,403
33,48,360,404
48,33,360,404
45,46,114,405
46,45,114,405
43,47,114,406
47,43,114,406
355,40,20,407
40,355,20,407
358,38,20,408
38,358,20,408
366,365,20,409
365,366,20,409
364,359,20,410
359,364,20,410
184,179,20,411
179,184,20,411
55,54,20,412
54,55,20,412
66,65,20,413
65,66,20,413
